1.125737350716917035e+03,7.391579697528293309e+02
1.168317131800977450e+03,7.477696108709538976e+02
1.229555468640974595e+03,7.578165255087659489e+02
1.287444833935034239e+03,7.721692607056402267e+02
1.337200982617531736e+03,7.855651468893895526e+02
9.053639107199300042e+02,6.831524648934986317e+02
9.497364644265010156e+02,6.857194721327217621e+02
1.009511061568410810e+03,6.860861874526108295e+02
1.067085366790986427e+03,6.901200559713900020e+02
1.119158942215226944e+03,6.952540704498362629e+02
6.022705810090996010e+02,4.339033424517752451e+02
6.473676572909980678e+02,4.355736045362899631e+02
7.081651971673350090e+02,4.349054997024840645e+02
7.642860032070308307e+02,4.382460238715135574e+02
8.160641278269881695e+02,4.429227577081549043e+02
6.180031136355610215e+02,7.177492882575072599e+02
6.609860092878158184e+02,7.223428801592749551e+02
7.213589314253340490e+02,7.216866527447367616e+02
7.791069439046991647e+02,7.256240172319661497e+02
8.270115451659908103e+02,7.298894954264646913e+02
