1.817434619509739280e+00,3.809644935016489042e-01,-2.106509424476050718e-01
1.823604703684239103e+00,2.996674182073831294e-01,-2.102144566626607813e-01
1.831729124146911136e+00,1.921725250441191357e-01,-2.100490476498812764e-01
1.839787501323699059e+00,8.503726813250377103e-02,-2.103553474856672545e-01
1.847162741482164972e+00,-1.347143725868359468e-02,-2.110525254446766752e-01
1.722148582236560310e+00,1.557090855743195335e-01,2.482928589247724582e-01
1.720230468635910448e+00,7.974848003411832975e-02,2.560345926227168833e-01
1.719395629235743295e+00,-2.934867819265732369e-02,2.557527586141818965e-01
1.718524663573574029e+00,-1.301411678609881994e-01,2.560842368715677830e-01
1.719039729601159250e+00,-2.232767552442690984e-01,2.485533726905342633e-01
1.421767568254714398e+00,7.954026983130468853e-01,1.841572765893791375e-01
1.455462798073231090e+00,7.226834181757030295e-01,1.836006496087128070e-01
1.499733124201868550e+00,6.204656693059958927e-01,1.990172966418103373e-01
1.545399147831487907e+00,5.212448411145987892e-01,1.998758357340561509e-01
1.581793008636945386e+00,4.385219775501918438e-01,2.093843637946024849e-01
1.486306076880526739e+00,2.153994909968103000e-01,-2.300028437940986048e-01
1.488665403018731181e+00,1.202206214440068865e-01,-2.440842999056722917e-01
1.493972753525100838e+00,1.825152922243759163e-02,-2.518711250785111155e-01
1.496894342389784915e+00,-9.164801639463937555e-02,-2.676122138031730158e-01
1.500641092805725219e+00,-1.808241127535893666e-01,-2.767716099761093895e-01
1.231415106717939079e+00,-6.689324447649133143e-01,-2.342961375223978349e-01
1.170053486015294686e+00,-7.527966368244795037e-01,-2.464311950566029086e-01
1.102375379911073816e+00,-8.455250713550924724e-01,-2.593841710336481921e-01
1.033862574969516279e+00,-9.424258694489251464e-01,-2.668517543051310836e-01
9.819119747332595294e-01,-1.014638731596750665e+00,-2.748686793321267752e-01
8.392472339655625557e-01,9.388997951366293560e-01,-2.069779182236740067e-01
9.123912048349587245e-01,8.488708769434428758e-01,-2.189667002471972213e-01
9.895850337239531225e-01,7.507403822419507211e-01,-2.381867042797365108e-01
1.072412638401981200e+00,6.508181709218711086e-01,-2.474942418991574189e-01
1.135206904111103920e+00,5.737136123312306379e-01,-2.573958312897483558e-01
1.174384795217009669e+00,-6.470964644450380998e-01,-2.308736155493209818e-01
1.120188985609454901e+00,-7.306725635472599567e-01,-2.435575112671217735e-01
1.066042764214209404e+00,-8.176577983719482967e-01,-2.508352619235316161e-01
1.006857493933689840e+00,-9.165150556015636552e-01,-2.529450168361975781e-01
9.644900187314178197e-01,-9.827850899416182839e-01,-2.614142286749417954e-01
9.775266235321314889e-01,9.400268803849571864e-01,1.389043219158971609e-01
1.049883711648899265e+00,8.617261573886330073e-01,1.398272655392437114e-01
1.126264727356385942e+00,7.788135665827332632e-01,1.347314581978044379e-01
1.206895989953189918e+00,6.918968621071011071e-01,1.437273593531242510e-01
1.260736365328432473e+00,6.336890186336892050e-01,1.457145890308118585e-01
1.363775605461210683e+00,3.363014924712133796e-03,3.262124413824972202e-01
1.371163085286081662e+00,-8.450776819419755781e-02,3.143688870495831011e-01
1.380119374849532177e+00,-1.876279541848519250e-01,2.967933042097867791e-01
1.387654293832697006e+00,-2.868879541807874411e-01,2.938009306711127366e-01
1.394397096996300434e+00,-3.682160771409405675e-01,2.840523964580470295e-01
9.574364722359225421e-01,9.665335083850941089e-01,2.719399404581969160e-01
1.029173964171744782e+00,8.849879873492616511e-01,2.730632029796855598e-01
1.104161729060817443e+00,7.996608749169821229e-01,2.754018641848877680e-01
1.177012504703557783e+00,7.161593860929574840e-01,2.857912903943902738e-01
1.234550940445983125e+00,6.505439372567705103e-01,2.895090675021580462e-01
